FECHA,VALOR UNIDAD
07/11/2019,19848.81180185
07/12/2019,19819.70383346
07/13/2019,19818.88500113
07/14/2019,19818.06621379
07/15/2019,19859.57672056
07/16/2019,19894.08013302
07/17/2019,19793.06143244
07/18/2019,19733.66912828
07/19/2019,19698.50172782
07/20/2019,19697.68816585
07/21/2019,19696.87464841
07/22/2019,19711.29082231
07/23/2019,19811.942934
07/24/2019,19890.39386575
07/25/2019,19989.54756497
07/26/2019,20108.39413149
07/27/2019,20107.55348584
07/28/2019,20106.71288615
07/29/2019,20265.807889
07/30/2019,20390.76802898
07/31/2019,20323.66150188
08/01/2019,20482.85835442
08/02/2019,20477.62021844
08/03/2019,20476.79421643
08/04/2019,20475.971317
08/05/2019,20731.55387545
08/06/2019,20561.15832167
08/07/2019,20560.3333423
08/08/2019,20607.20741363
08/09/2019,20502.20464106
08/10/2019,20501.42650056
08/11/2019,20500.6484028
08/12/2019,20700.90164804
08/13/2019,20616.50808426
08/14/2019,20626.14540116
08/15/2019,20592.04960357
08/16/2019,20709.32768797
08/17/2019,20708.50414912
08/18/2019,20707.68065539
08/19/2019,20706.85720678
08/20/2019,20710.64582126
08/21/2019,20574.82428452
08/22/2019,20486.54326067
08/23/2019,20457.49667954
08/24/2019,20456.67478317
08/25/2019,20455.84980868
08/26/2019,20648.593378
08/27/2019,20812.59326939
08/28/2019,20931.51447091
08/29/2019,20982.80030509
08/30/2019,20818.09689362
08/31/2019,20817.23972336
09/01/2019,20816.42009879
09/02/2019,20769.96165927
09/03/2019,20806.27591501
09/04/2019,20740.11480454
09/05/2019,20742.36940476
09/06/2019,20690.96857749
09/07/2019,20690.1530747
09/08/2019,20689.32972841
09/09/2019,20716.06095755
09/10/2019,20668.33175076
09/11/2019,20713.91356168
09/12/2019,20722.16170081
09/13/2019,20709.49908542
09/14/2019,20709.09036816
09/15/2019,20708.6792904
09/16/2019,20683.0738392
09/17/2019,20769.69785977
09/18/2019,20774.70781375
09/19/2019,20830.07891946
09/20/2019,20949.1273168
09/21/2019,20948.28877478
09/22/2019,20947.44183549
09/23/2019,21104.13591097
